#,Symbol,Name,Market Cap (US $),Price (US $),Circulating Supply,Volume (24h), 1h (%), 24h (%), 7d (%)
942, ETT ,EncryptoTel [...,509939,0.008207,62131190,12009,0.66,-14.57,-35.88
943, MAX ,MaxCoin,509421,0.008291,61445805,Low Vol,-0.07,-14.03,-30.96
944, KNT ,Kora Network ...,508914,0.001696,300000000,26224,0,-13.58,-51.32
945, FLUZ ,Fluz Fluz,508875,0.002485,204780000,500,-5.54,-20.35,-58.13
946, REX ,imbrex,507014,0.058542,8660756,Low Vol,-0.56,6.92,-37.25
947, STU ,bitJob,505523,0.00704,71805116,15202,-0.18,-11.7,-20.2
948, ADL ,Adelphoi,503620,0.024303,20722224,Low Vol,1.22,60.3,5.72
949, HBZ ,Helbiz,502781,0.000666,755000000,83205,-0.28,-13.3,-42.17
950, AKA ,Akroma,499697,0.029099,17172330,3372,-0.02,-18.78,-44.72
951, WDC ,WorldCoin,498741,0.00417,119606941,Low Vol,0.11,-5.89,-21.39
952, VRM ,VeriumReserve,498151,0.262564,1897256,2473,1.66,-17.28,-41.62
953, LTHN ,Lethean,495993,0.001067,465000000,5257,1.55,-24.1,-64.22
954, KRB ,Karbo,494773,0.072902,6786820,1791,-0.43,-7.55,-22.35
955, GLD ,GoldCoin,492074,0.011879,41423001,568,-0.12,-16.06,-42.06
956, PARETO ,Pareto Network,490183,0.001705,287537975,Low Vol,-0.13,-12.98,-47.51
957, MNP ,MNPCoin,489218,0.223184,2191996,Low Vol,0.26,-10.93,-31.13
958, THRT ,Thrive Token,485765,0.004708,103177502,90931,0.04,-7.84,-42.68
959, TRTT ,Trittium,484498,0.004823,100450375,1333,-1.09,-20.54,-41.68
960, ATM ,ATMChain,483034,0.000104,4660285460,Low Vol,2.63,-43.47,-55.48
961, DOW ,DOWCOIN,481809,0.107716,4472964,635,9.27,8.58,-58.36
962, MANNA ,Manna,480878,0.000966,497815397,Low Vol,0.08,-2.65,-21.42
963, TBX ,Tokenbox,480563,0.042177,11393882,11678,1.23,-3.13,-27.94
964, TRC ,Terracoin,478859,0.020879,22935396,2436,-0.02,-13.11,-31.91
965, ZIPT ,Zippie,477849,0.002044,233806650,1958,-1.21,-12.25,-56.91
966, PFR ,Payfair,474370,0.00533,88999687,Low Vol,-1.92,-18.34,-48.13
967, METM ,MetaMorph,471209,0.007686,61308246,13953,-0.5,-10.89,-31.66
968, NPXSXEM ,Pundi X NEM,468412,0.000457,1024136302,847590,-0.64,-19.18,-40.93
969, LOCI ,LOCIcoin,467651,0.011502,40659658,1719,-0.11,-14.09,-44.15
970, FLOT ,Fire Lotto,467233,0.022277,20974185,70784,0.58,-11.49,-44.65
971, SETH ,Sether,466043,0.026976,17276468,Low Vol,-0.18,-36.81,-63.32
972, BEN ,BitCoen,463050,0.06615,7000000,3370,-0.05,-8.87,-15.02
973, BTXC ,Bettex Coin,459333,0.112281,4090917,27551,-0.23,-17.06,-6.73
974, DAY ,Chronologic,458760,0.579609,791499,Low Vol,-2.65,-23.5,-35.27
975, IND ,Indorse Token,458397,0.012358,37092886,17143,-0.28,-11.68,-44.9
976, GNR ,Gainer,458240,0.04373,10478932,Low Vol,-0.55,-14.83,-19.24
977, LION ,Coin Lion,456595,0.014168,32226096,1848,-1.56,-32.4,-52.06
978, SPD ,Stipend,456402,0.049187,9278963,501,-0.69,-14.66,-37.36
979, LALA ,LALA World,454013,0.002361,192285285,35581,0.18,-17.9,-42.5
980, BOUTS ,BoutsPro,453219,0.005916,76615188,14082,0.5,-14.14,-23.28
981, WISH ,MyWish,452451,0.023138,19554045,1924,0.3,-15.4,-43.33
982, MRT ,Miners' Rewar...,449054,0.044905,10000000,2382,-0.37,-17.47,-37.28
983, SUMO ,Sumokoin,447880,0.053827,8320678,12741,-0.12,-12.59,-30.45
984, PHI ,PHI Token,447725,0.078737,5686330,Low Vol,-0.08,-11.35,-32.04
985, ATB ,ATBCoin,445566,0.010599,42038227,1483776,-0.04,-10.27,-31.37
986, RATING ,DPRating,441054,0.000201,2190467598,64288,0.48,-2.87,-41.48
987, OLE ,Olive,434294,0.001568,277006242,316874,1.09,0.56,87.22
988, ETA ,Etheera,429515,7.3E-05,5857896294,1357,4.53,-12.31,-62
989, BRK ,Breakout,428005,0.022587,18949258,630,-0.35,-17.14,-52.97
990, NXC ,Nexium,422632,0.006354,66509739,2016,-0.56,-13.18,-40.83
991, MNTP ,GoldMint,420928,0.219806,1914997,8232,-0.98,3.14,-25.97
992, EBST ,eBoost,419011,0.020951,20000000,4674,-0.42,-16.89,-40.21
993, DIVX ,Divi Exchange...,414636,0.398702,1039965,540,-0.23,-19.55,-42.97
994, QUAN ,Quantis Network,413494,0.13207,3130872,2678,-0.96,-19.54,-41.16
995, NER ,Nerves,412150,8.4E-05,4882050300,Low Vol,-2.14,-14.01,-34.15
996, HYP ,HyperStake,411815,0.000299,1376719887,Low Vol,-0.11,-14.04,-24.35
997, XAP ,Apollon,409972,0.003196,128263991,2737,-0.36,-20.09,-44.12
998, PTT ,Proton Token,408637,0.000207,1978137126,56593,-0.28,-10.49,-35.87
999, GETX ,Guaranteed Et...,408261,0.001361,300000000,2369,-0.38,-16.55,-55.43
1000, REF ,RefToken,408016,0.555933,733929,27998,-0.2,-13.31,-38.7
1001, PWR ,PWR Coin,406723,4.2E-05,9664500811,894,-6.05,-3.25,-44.04
1002, KRL ,Kryll,404694,0.03462,11689762,21522,0.04,-13.31,-39.95
1003, SKC ,Skeincoin,402065,0.029749,13515216,1147,-0.74,-21.46,-10.65
1004, IDXM ,IDEX Membership,401933,200.97,2000,653,0.21,-12.51,-46.04
1005, MEDIC ,MedicCoin,401685,0.001777,226080873,8734,-0.41,-13.23,-46.68
1006, FSBT ,FSBT API Token,401543,0.114415,3509535,609059,-0.06,-11.49,-32.61
1007, ONG ,SoMee.Social,401189,0.009705,41336897,1023,-0.11,-1.93,-6.47
1008, EFYT ,Ergo,399509,1.01,397300,Low Vol,-0.09,-18.23,-37.2
1009, CANN ,CannabisCoin,398402,0.005159,77231176,4709,-0.56,-18.86,-43.57
1010, SIG ,Spectiv,397422,0.001411,281637236,Low Vol,-0.52,-17,-34.44
1011, WAND ,WandX,397269,0.032446,12244135,694,0.1,-18.3,-35.93
1012, XMCT ,XMCT,396487,0.004112,96429250,96337,1.19,-5.28,-17.13
1013, ORE ,Galactrum,395982,0.152827,2591047,828,-0.08,-6.1,5.83
1014, AUC ,Auctus,395629,0.023211,17044553,971,0.24,-7.68,-39.68
1015, SND ,SnodeCoin,394508,0.056376,6997834,8868,-0.23,-11.85,-33.78
1016, ELIX ,Elixir,392901,0.011584,33917313,4819,-0.18,-18.75,-49.95
1017, PTS ,PitisCoin,387396,0.002458,157591935,Low Vol,1.38,-11.7,19.98
1018, IXC ,Ixcoin,384134,0.01826,21036573,Low Vol,-1,2.27,26.37
1019, BUN ,BunnyCoin,381686,4E-06,103036607564,Low Vol,-0.14,-9.09,-31.08
1020, DOPE ,DopeCoin,380951,0.00326,116845228,884,-0.2,-16.44,-49.51
1021, SPN ,Sapien,380388,0.00189,201221067,10327,-0.55,-4.76,-39.28
1022, EXMR ,EXMR,379842,0.031584,12026334,8071,1.86,1.78,-26.84
1023, ADC ,AudioCoin,377074,0.000402,937111655,Low Vol,0.15,-7.91,-27.4
1024, SHARD ,Shard,374050,0.030049,12448046,Low Vol,0.11,-22.01,-34.64
1025, FREE ,FREE Coin,373717,1E-07,3725215922452,764,2.36,-30.79,-94.23
1026, BBO ,Bigbom,367140,0.001134,323697791,152083,0.69,-7.99,-41.04
1027, XSG ,SnowGem,365179,0.038163,9568984,156799,-0.87,-17.16,-26.17
1028, CCL ,CYCLEAN,363602,0.000536,678451267,3136,0.45,-22.22,-74.95
1029, SEXC ,ShareX,363493,0.000563,645515075,1637,0.8,-16.09,-42.8
1030, HELP ,GoHelpFund,362300,0.11518,3145499,8688,-1.45,-17.41,-21.18
1031, MFG ,SyncFab,360272,0.002231,161510881,35753,-1.05,-7.68,-39.44
1032, GCC ,Global Crypto...,357305,0.000302,1184776608,4046,-0.07,-10.9,-61.37
1033, MTRC ,ModulTrade,354957,0.009774,36315819,28114,0.78,-9.88,-11.54
1034, NAVI ,Naviaddress,354922,0.001463,242550845,101877,-0.11,-17.35,-41.64
1035, TIE ,Ties.DB,354593,0.008687,40820992,Low Vol,-0.05,-10.96,-32.07
1036, NOBL ,NobleCoin,352955,0.00015,2346622859,Low Vol,-0.07,-11.73,-32.66
1037, PENG ,Penguin Coin,352270,6.2E-05,5708346163,7387,-0.85,-20.95,-43.21
1038, RAIN ,Condensate,352243,0.000885,397964008,1770,-1.16,-17.29,-30.53
1039, NTRN ,Neutron,349519,0.008937,39107318,1194,-1.59,-12.35,-39.61
1040, FYP ,FlypMe,343877,0.019496,17638681,Low Vol,-0.21,-25.3,-19.55
1041, MFIT ,MFIT COIN,342100,1.05,324953,2151,1.67,39.72,-55.38
1042, MONK ,Monkey Project,342162,0.085737,3990843,1179,-0.42,-14.55,-46.51
1043, SPX ,Sp8de,338945,4.4E-05,7783756906,85386,0.24,-11.73,-36.49
1044, MIC ,Mindexcoin,338723,0.019329,17524292,56204,-0.42,-15.23,-30.9
1045, PING ,CryptoPing,337557,0.033918,9952089,Low Vol,0.35,-3.48,-12.73
1046, ZCR ,ZCore,336866,0.227661,1479680,15169,-0.25,-16.31,-31.53
1047, HUC ,HunterCoin,333069,0.014017,23761750,711,-0.47,-18.54,-38.69
1048, LYNX ,Lynx,332658,4E-06,76970317808,Low Vol,0.49,-9.39,-33.63
1049, APH ,Aphelion,332051,0.006641,50000000,47252,0.37,0.1,-85.13
1050, JOT ,Jury.Online T...,331890,0.036787,9021909,33753,-1.28,30.89,-5.73
1051, ZINC ,ZINC,328478,0.054785,5995724,558,-0.4,-21.12,-50.81
1052, BUZZ ,BuzzCoin,324634,1.6E-05,19980321973,Low Vol,-2.63,-21.8,-57.69
1053, LOG ,Woodcoin,323561,0.040268,8035193,4386,0,-7.33,-30.43
1054, IQN ,IQeon,322822,0.118903,2715002,1651,-0.17,-14.44,-28.47
1055, TROLL ,Trollcoin,321058,0.000551,582489973,Low Vol,0.07,-15.18,-18.76
1056, VME ,VeriME,320897,0.00184,174362886,2703,-0.34,-18.91,-31.9
1057, GCN ,GCN Coin,319937,2E-06,162093925104,794,-1.73,-25.42,-48.16
1058, BBP ,BiblePay,319402,0.000288,1110049178,Low Vol,-0.07,-11.24,-20.47
1059, ZEST ,ZEST,318996,0.140354,2272798,Low Vol,-0.5,-28.86,-42.45
1060, ORS ,Origin Sport,317273,0.006077,52207518,488606,-0.26,-15.24,-46.32
1061, DEM ,Deutsche eMark,314251,0.007483,41997618,Low Vol,-0.72,-21.12,-54.51
1062, TCC ,The ChampCoin,313537,0.001841,170289036,10519,-0.11,-13.06,-37.06
1063, PTC ,Pesetacoin,313182,0.002292,136617355,Low Vol,-0.21,-22.2,-37.62
1064, BON ,Bonpay,309426,0.027406,11290301,12671,0.61,-12.36,-34.07
1065, FREC ,Freyrchain,308541,0.000617,500000000,262109,-1.71,-19.75,-50.47
1066, SMLY ,SmileyCoin,307887,1.2E-05,25960250000,Low Vol,1.55,-32.14,-39.21
1067, MVC ,Maverick Chain,307236,0.002928,104936231,21588,0.04,-14.88,-42.59
1068, PRJ ,Project Coin,302661,0.077228,3919056,18154,-0.4,-17.64,-48.99
1069, TZC ,TrezarCoin,299780,0.003132,95718600,745,-0.35,-11.2,-33.09
1070, XCASH ,X-Cash,298876,1.6E-05,18991482900,1616,-2.56,-27.73,-18.11
1071, EFL ,e-Gulden,297006,0.017482,16989335,Low Vol,-0.04,-15.49,-36.85
1072, PBL ,Publica,296400,0.01595,18582933,516,0.05,-27.58,-56.65
1073, AOG ,smARTOFGIVING,294729,0.062002,4753526,561,-0.07,-13.5,-32.51
1074, SCT ,Soma,293603,0.037085,7916976,46443,0.64,-9.35,-40.76
1075, RCT ,RealChain,291196,0.000869,335074355,205721,-0.13,-24.34,-30.36
1076, KOBO ,Kobocoin,290685,0.011769,24700248,Low Vol,-0.07,-12.18,-34.54
1077, SGN ,Signals Network,288777,0.003282,87988602,Low Vol,0.85,-27.25,-32.22
1078, UNI ,Universe,288595,0.006334,45564420,Low Vol,3.58,-16.98,-31.86
1079, EBTC ,eBitcoin,283772,0.015017,18897126,662,1.58,8.58,-41.89
1080, FTXT ,FUTURAX,283206,8.3E-05,3406412461,9541,-0.44,-18.62,-36.89
1081, BITS ,Bitswift,282780,0.072795,3884635,560,0.14,-20.26,-33.03
1082, IONC ,IONChain,279779,0.00349,80169370,41670,-0.86,3.89,-37.55
1083, EGC ,EverGreenCoin,279635,0.020355,13737709,3065,-0.95,-23.65,-49.1
1084, EDRC ,EDRCoin,279250,0.099959,2793639,5151,0.71,-7.18,5.41
1085, SPF ,SportyCo,279012,0.005269,52950795,42766,-0.04,-8.3,-48.68
1086, S ,Sharpay,277998,0.000314,884535902,8966,-3.07,-27.95,-73.95
1087, EQT ,EquiTrader,277382,0.024439,11349919,Low Vol,-0.07,-13.6,-42.84
1088, CCRB ,CryptoCarbon,274010,0.011098,24690718,5492,-0.3,-13.89,-24.81
1089, BIO ,BioCoin,273442,0.000366,746525374,7568,-1.57,6.76,-15.18
1090, PLU ,Pluton,272822,0.320968,850000,9538,-1.04,-20.82,-67.79
1091, PHO ,Photon,271405,1.1E-05,25799825557,Low Vol,-0.14,-9.43,-22.37
1092, XCLR ,ClearCoin,270679,0.000513,527873733,1106,0.18,-17.87,-64.38
1093, RPD ,Rapids,270182,0.000113,2392841445,1352,-0.09,-26.59,-56.55
1094, TES ,TeslaCoin,269480,0.003482,77383271,3687,-3.78,-39.65,-55.29
1095, CYFM ,CyberFM,269150,5E-06,51200000000,3073,-0.31,-13.99,-41.81
1096, ORB ,Orbitcoin,268962,0.083513,3220616,Low Vol,-0.05,-14.6,-36.33
1097, ENGT ,Engagement Token,267052,0.000643,415255273,48628,-0.73,15.51,-16.02
1098, XCN ,Cryptonite,266401,0.000376,708506520,Low Vol,-0.07,-13.56,-32.92
1099, BOE ,Bodhi [ETH],265369,0.018061,14692589,14985,1.22,-12.22,-39.09
1100, ACE ,ACE (TokenStars),262706,0.022496,11677903,90148,-1.21,-18.16,-43.21
1101, CRED ,Verify,258513,0.019137,13508864,Low Vol,-0.04,-7.09,-48.25
1102, IETH ,iEthereum,253566,0.014101,17982000,732,-0.69,-18.2,-30.39
1103, I0C ,I0Coin,251554,0.011982,20994960,Low Vol,-0.37,2.02,-4.77
1104, DTX ,DaTa eXchange,251461,0.011378,22099932,45370,0.28,4.82,-33.46
1105, CAT ,BlockCAT,250338,0.034013,7360121,Low Vol,1.12,-28.83,-63.48
1106, EGEM ,EtherGem,249769,0.018953,13178055,3684,-0.89,-22.64,-48.95
1107, STAC ,StarterCoin,248223,0.000879,282407189,2186,2.07,4.33,-16.7
1108, BTK ,Bitcoin Token,246500,2.6E-05,9632009901,2011,0.43,-15.49,-39.7
1109, NRVE ,Narrative,246163,0.005246,46928004,10925,-0.83,-20.28,-61.07
1110, LDC ,Leadcoin,245945,0.000314,784399592,16580,-0.76,-16.43,-46.72
1111, RUP ,Rupee,245347,0.009655,25410553,2542,-0.14,-26.8,-46.23
1112, ING ,Iungo,244062,0.006102,40000000,44111,-0.15,-10.08,-28.17
1113, MMO ,MMOCoin,243984,0.005571,43795440,4598,-1.68,-39.53,-1.38
1114, CFL ,CryptoFlow,242977,0.003233,75150078,4549,-0.36,-9.24,-35.01
1115, KLKS ,Kalkulus,242365,0.018086,13400568,13732,-0.7,-8.06,-50.44
1116, STAK ,STRAKS,241266,0.024396,9889679,533,-0.02,-12.26,-39.84
1117, ZXC ,0xcert,238494,0.002074,115000000,118074,-0.09,-8.41,-43.39
1118, WEB ,Webcoin,237525,0.007099,33457659,438070,1.9,-13.6,-30.76
1119, PMNT ,Paymon,237385,0.000388,611226584,1987,-0.36,-11.61,-45.46
1120, BIT ,BitRewards,237276,0.000772,307457040,59782,-0.16,-13.26,-33.94
1121,808,808Coin,236496,2.2E-07,1095264760504,Low Vol,-0.03,-7.79,-30.44
1122, FKX ,Knoxstertoken,231352,0.002014,114864843,16877,-0.13,-11.15,-39.09
1123, FND ,FundRequest,231197,0.005024,46014559,5048,-0.28,-0.57,-29.47
1124, ALT ,Alt.Estate token,228769,0.000324,705849426,3384,-1.75,-16.33,-42.54
1125, NOBS ,No BS Crypto,227633,0.000197,1152668508,471001,-0.31,-9.41,-32.31
1126, SHB ,SkyHub Coin,224070,1.52,147038,50478,-1.54,-30.58,-57.85
1127, VOISE ,Voise,223975,0.000429,521625806,Low Vol,-0.73,-16.45,-49.39
1128, KEK ,KekCoin,223699,0.020874,10716385,Low Vol,-0.07,-13.32,-38.75
1129, AUX ,Auxilium,222726,0.002267,98257396,5685,0.16,-12.95,-11.1
1130, BITSILVER ,bitSilver,222713,10.44,21325,Low Vol,0.2,-8.02,-17.63
1131, WIZ ,CrowdWiz,222698,0.028546,7801268,8039,-0.42,-8.59,-44.41
1132, HUR ,Hurify,221682,0.00114,194467466,8189,-0.31,-16.87,-38.5
1133, BTM ,Bitmark,218869,0.021409,10223382,Low Vol,-0.37,-14.53,-18.7
1134, CMCT ,Cyber Movie C...,218212,1.3E-05,17191000000,9342,0.7,-8.06,-9.5
1135, RTB ,AB-Chain RTB,217380,0.019235,11301455,2845,-0.31,-21.99,-34.17
1136, EQL ,Equal,216693,0.000538,402543634,Low Vol,-0.57,-17.03,-40.9
1137, TOLL ,Bridge Protocol,215932,0.000947,228097040,1222,1.04,11.77,-11.62
1138, FGC ,FantasyGold,215852,0.018767,11501687,651,-3.01,-14.26,-47.6
1139, PYLNT ,Pylon Network,213733,0.54546,391839,33884,0.31,-20.44,-39.76
1140, XBP ,BlitzPredict,211894,0.000602,351812338,5389,-0.22,-9.26,-30.48
1141, CDM ,Condominium,209973,0.000229,916606267,1831,-0.13,-20.3,-55.41
1142, CTX ,CarTaxi Token,209557,0.005248,39928144,Low Vol,-0.29,-20.74,-42.42
1143, MORE ,More Coin,208492,0.104246,2000000,3694,-0.3,-17.11,-32.18
1144, XMCC ,Monoeci,208042,0.025643,8113075,1071,-0.33,-18.88,-29.81
1145, PYX ,PyrexCoin,206720,0.020788,9944438,1338,-0.67,0.15,-20.37
1146, HIRE ,HireMatch,203923,0.006325,32238260,Low Vol,-0.59,-13.93,-21.77
1147, ARG ,Argentum,202167,0.019081,10594943,739,-1,-13.29,-44.97
1148, CDN ,Canada eCoin,200538,0.002059,97415544,Low Vol,-1.32,-12.3,-35
1149, XUN ,UltraNote Coin,199151,0.000146,1361127970,Low Vol,2.1,-20.7,-64.31
1150, VSX ,Vsync,199121,0.00124,160559294,Low Vol,-0.04,-13.76,-47.15
1151, SHPING ,SHPING,198673,0.000254,780914213,Low Vol,4.33,-2.54,-31.07
1152, TRCT ,Tracto,197825,0.007351,26913041,586,1.21,-16.8,-26.87
1153, FJC ,FujiCoin,196944,0.000112,1752254907,Low Vol,1.14,-13.84,-32.65
1154, EVI ,Evimeria,195668,1.3E-05,15519279936,590,-0.95,-23.5,-51.64
1155, AIX ,Aigang,195272,0.008777,22248671,9769,-0.37,-12.73,-45.24
1156, NDC ,NEVERDIE,194654,0.004747,41004200,Low Vol,-0.19,-14.14,-33.75
1157, CMPCO ,CampusCoin,194437,0.000381,509961108,844,-0.38,-12.57,-43.1
1158, BLOC ,BLOC.MONEY,192391,0.025412,7570727,1450,-0.04,-25.82,-47.43
1159, EZT ,EZToken,192305,0.016715,11505000,4626,1.79,-20.64,-43.57
1160, BTW ,BitWhite,191856,0.005282,36325371,95592,0.12,-5.9,-10.38
1161, SMQ ,SIMDAQ,191724,0.010879,17623189,1415,0.1,-13.87,-37.67
1162, QNO ,QYNO,191381,0.178,1075172,36464,-1.03,-36.67,-60.89
1163, ENTS ,EUNOMIA,190667,1.2E-05,16447358491,4930,-0.88,-9.56,-42.59
1164, MAO ,Mao Zedong,190092,0.030169,6301000,512,0.25,-15.16,-33.44
1165, LWF ,Local World F...,189166,0.001909,99071230,5246,-0.65,96.31,-32.95
1166, SUR ,Suretly,188986,0.80806,233876,6638,-0.34,-10.51,-35.47
1167, ELLA ,Ellaism,186604,0.014628,12756367,Low Vol,-0.96,-18.85,-39.26
1168, LIVE ,Live Stars,185335,0.004665,39730941,Low Vol,-1.49,-19.92,-39.55
1169, CRAVE ,Crave,185133,0.012048,15366648,Low Vol,-0.36,-3.71,-38.1
1170, CREA ,CREA,184286,0.010518,17521681,589,-0.47,-14.82,-35.29
1171, CFUN ,CFun,181946,0.000424,429429737,22343,0.06,-15.15,-39.02
1172, LNC ,Blocklancer,181745,0.001513,120140384,4228,0.28,4.11,-20.41
1173, OPAL ,Opal,181124,0.011956,15148714,Low Vol,-0.07,-4.18,-17.41
1174, C8 ,Carboneum [C8...,181113,0.003539,51178292,Low Vol,-0.19,-13.2,-55.13
1175, OCL ,Oceanlab,179509,0.00386,46500000,Low Vol,0.83,-12.99,-38.58
1176, WOMEN ,WomenCoin,177955,4E-06,48459472454,Low Vol,0.83,5.55,60.77
1177, NDX ,nDEX,177298,1.2E-05,14932657051,8087,-0.62,-1.33,-39.06
1178, PCN ,PeepCoin,177122,6E-06,30236706587,836,-0.08,-6.28,-24.66
1179, XGOX ,XGOX,176777,7.4E-05,2379530425,1891,-0.01,1.18,-44.49
1180, FOR ,FORCE,176028,0.001253,140516265,Low Vol,-1.58,-19.95,-39.05
1181, VIU ,Viuly,175703,0.000182,963020239,923,0.17,-10.72,-44.89
1182, PXC ,Phoenixcoin,174951,0.00246,71117306,Low Vol,-0.23,-13.79,-29.62
1183, BITBTC ,bitBTC,173523,3904.02,44.4472,5418,-0.14,-5.26,-27.18
1184, KLN ,Kolion,172707,0.246539,700524,2560,-0.09,-14.57,-32.27
1185, DRPU ,DCORP Utility,172443,0.048846,3530373,Low Vol,-0.07,-5.58,-20.7
1186, CL ,Coinlancer,172395,0.00244,70666779,2428,-0.21,-17.68,-33.72
1187, DP ,DigitalPrice,171985,0.008695,19780674,Low Vol,-0.04,-15.69,-46.55
1188, BTDX ,Bitcloud,170887,0.006384,26769586,Low Vol,-0.04,-13.09,-32.96
1189, CSTL ,Castle,167798,0.015061,11141541,Low Vol,-0.1,-31.67,-33.73
1190, TRK ,Truckcoin,167446,0.000752,222667339,Low Vol,-0.07,-13.56,-11.97
1191, INN ,Innova,166559,0.033648,4950019,Low Vol,-0.08,-8.94,-39.75
1192, BTRN ,Biotron,165558,0.005068,32670031,Low Vol,-7.38,-50.85,-3.98
1193, ADI ,Aditus,164695,0.000703,234110888,38737,-0.17,-13.01,-24.4
1194, AEG ,Aegeus,164191,0.006563,25019393,2353,-0.01,-9.86,-44.29
1195, MXT ,MarteXcoin,163745,0.05221,3136277,Low Vol,1.72,-14.33,-32.61
1196, ADZ ,Adzcoin,162608,0.003614,44994146,Low Vol,-0.03,6.7,-26.1
1197, AMN ,Amon,160306,0.00051,314579757,1688,0.23,-8.31,-41.03
1198, WIX ,Wixlar,159897,0.032913,4858118,5622,-0.01,-20.64,-16.91
1199, ELY ,Elysian,159858,0.001973,81036042,169340,-0.71,-10.35,-23.36
1200, MEC ,Megacoin,159784,0.004249,37604098,Low Vol,-0.07,14.18,-10.47
1201, SSS ,Sharechain,159755,6.3E-05,2544023561,834,2.25,-24.99,-36.9
1202, ARC ,Advanced Tech...,157850,0.00626,25214973,823,-0.44,-17.78,-34.13
1203, ELE ,Elementrem,157587,0.006016,26195605,659,-0.07,-12.21,-22.93
1204, CRC ,CryCash,157573,0.03427,4597936,1074,-0.74,-19.54,-38.68
1205, XCG ,Xchange,156721,0.037196,4213356,Low Vol,1.31,-7.07,-35.43
1206, ACM ,Actinium,153580,0.025124,6112902,761,0.34,-19.09,-58.95
1207, PGN ,Pigeoncoin,153452,0.000113,1359285417,972,-0.05,-13.47,-32.61
1208, BND ,Blocknode,152741,0.001707,89490372,730,-0.28,-7.05,-55.19
1209, ZET ,Zetacoin,152599,0.000903,168915308,1967,-0.46,-13.72,-30.05
1210, ESZ ,EtherSportz,152423,0.022072,6905580,Low Vol,-0.07,-8.95,-18.9
1211, BITGOLD ,bitGold,151567,799.89,189,Low Vol,0.05,-12.15,-25.49
1212, WEB ,Webchain,151088,0.002537,59549374,Low Vol,-0.18,-17.26,-47.22
1213, GPKR ,Gold Poker,147343,0.09247,1593419,21099,-0.82,-25.42,-49.59
1214, TRUMP ,TrumpCoin,147131,0.022279,6604076,Low Vol,-0.07,-5.22,-37.79
1215, APR ,APR Coin,145749,0.029158,4998573,8596,-1.06,-15.95,-68.04
1216, XDNA ,XDNA,145702,0.072076,2021511,2207,-0.03,-6.94,-35.15
1217, CATO ,CatoCoin,145151,0.06349,2286181,614,1.33,-29.31,-27.08
1218, RUPX ,Rupaya,145145,0.003875,37461322,1892,0.62,-17.67,-40.81
1219, OPC ,OP Coin,144763,7.8E-05,1858984784,Low Vol,-3.73,-10.61,-35.06
1220, NCP ,Newton Coin P...,144725,2E-06,95863379966,Low Vol,-4.3,-26.84,-24.43
1221, BBS ,BBSCoin,144662,2E-06,67885887671,Low Vol,6.93,-31.24,-4.09
1222, GENE ,Parkgene,142895,0.000485,294760863,86404,0.76,-12.41,-27.7
1223, NTK ,NetKoin,142601,3.6E-05,3976070194,1915,-0.55,-23.41,-46.71
1224, ECASH ,Ethereum Cash,141028,0.010002,14100000,Low Vol,-0.07,1.38,3.95
1225, FBN ,Fivebalance,141014,9E-06,15765664000,16292,-0.31,-15.09,-53.48
1226, HUZU ,HUZU,139230,0.08011,1737996,522,0.39,-23.21,-49.09
1227, BTB ,BitBar,138931,3.53,39370,Low Vol,0.02,-18.52,-28.43
1228, FT ,Fabric Token,138576,0.005635,24593615,Low Vol,-0.44,-38.21,-43.98
1229, TAG ,TagCoin,137454,0.021364,6433866,Low Vol,-0.62,-14.87,-37.44
1230, MOIN ,Moin,137195,0.017174,7988496,Low Vol,-1.27,-6.96,-37.15
1231, BITEUR ,bitEUR,136478,1.27,107706,12872,0.35,3.63,10.75
1232, HAND ,ShowHand,135669,2E-06,61912434418,118521,-0.27,-14.34,-42.54
1233, DCY ,Dinastycoin,134985,7.5E-05,1790543062,Low Vol,-0.31,-40.41,-54.86
1234, CAZ ,Cazcoin,134862,0.003656,36883096,Low Vol,-2.88,-34.77,-49.13
1235, TYPE ,Typerium,134405,0.002225,60413799,Low Vol,-0.16,-12.03,-44.14
1236, USC ,Ultimate Secu...,134272,0.012982,10343113,Low Vol,7.17,204.53,-9.37
1237, ARCT ,ArbitrageCT,134215,0.001488,90188230,905,0.46,-15.77,-44.1
1238, START ,Startcoin,133639,0.002964,45079785,807,-1.08,-13.45,-44.18
1239, XPTX ,PlatinumBAR,131961,0.070036,1884188,Low Vol,-0.81,-19.37,-45.63
1240, MAGE ,MagicCoin,131753,0.017507,7525532,Low Vol,-0.58,-11.12,-39.59
1241, AMM ,MicroMoney,131519,0.010175,12926101,9158,-1.92,-16.95,-43.52
1242, DGC ,Digitalcoin,131212,0.004245,30912625,Low Vol,-0.19,-19.1,-41.32
1243, DIT ,Digital Insur...,128973,0.000615,209729950,924,-0.34,3.27,-58.35
1244, FRST ,FirstCoin,127568,0.004088,31207528,Low Vol,-0.89,-10.28,-11.9
1245, BIT ,BitMoney,126754,0.010697,11849010,2803,-0.8,-16.85,-35.63
1246, UNIFY ,Unify,126267,0.007069,17860831,1869,-0.1,14.03,-13.53
1247, TKA ,Tokia,126181,0.002995,42135421,2488,0.1,-14.48,-43.3
1248, BRO ,Bitradio,125227,0.017947,6977717,Low Vol,0.85,-15.28,-41.21
1249, BEET ,Beetle Coin,124415,0.00077,161673165,2334,-0.5,-15.17,-42.67
